geneType	pval_M_zinb	pval_M_kde	pval_S0_zinb	pval_S0_kde	pval_S1_zinb	pval_S1_kde	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.107	0.508	0.115	0.516	0.113	0.547	0.418379718435085	0.200380583211472	0.341160645665231
varDE	0.1	0.096	0.111	0.085	0.119	0.102	0.891957377936286	7.02491443546625e-08	0.000349757714003684
EE	0.239	0.216	0.223	0.189	0.158	0.132	0.136019447141873	4.24402157379357e-10	0.0579769952033399
meanDE	0.426	0.283	0.441	0.262	0.401	0.3	0.819734238428437	0.882387001149964	0.981541911628687
meanDE	0.494	0.611	0.49	0.566	0.502	0.616	0.290936752003629	8.89665449746541e-06	0.277560479307251
EE	0.004	0.16	0.004	0.187	0.012	0.194	0.0365670963301737	0.00013323965804239	0.234708519109796
EE	0.825	0.721	0.917	0.713	0.781	0.658	0.714690539511541	0.528868633526158	0.422262673589946
EE	0.256	0.24	0.218	0.202	0.185	0.173	0.0674122246583453	3.64558278286771e-33	0.0816268390221071
meanDE	0.092	0.113	0.12	0.147	0.117	0.129	0.0269497572258666	2.3537790351499e-07	0.0536378410161634
meanDE	0.45	0.355	0.504	0.418	0.428	0.366	7.89800993448388e-06	5.39733074642406e-13	0.000174682078403975
varDE	0.001	0.002	0.003	0.006	0.003	0.002	0.375627467260028	2.82477472347447e-15	0.000414753971359071
EE	0.592	0.536	0.611	0.525	0.658	0.585	0.77547726496287	0.339016893728128	0.613890930936103
varDE	0.756	0.741	0.758	0.811	0.741	0.731	0.674440804110565	5.46004933743776e-10	0.776946664046115
EE	0.643	0.908	0.648	0.886	0.597	0.903	0.182256766502419	3.46046542773529e-06	0.0369861022284877
EE	0.935	0.118	0.921	0.128	0.927	0.149	0.174106731216825	0.139179855899109	0.532513332518091
varDE	0.321	0.021	0.304	0.032	0.3	0.019	0.749131761431988	6.03852169630408e-08	0.267888563317761
meanDE	0.676	0.525	0.717	0.555	0.654	0.51	0.882990600777952	0.159530934923958	0.944676074243888
EE	0.868	0.664	0.856	0.622	0.899	0.639	0.534993309051095	0.0615213464701728	0.641593714108657
EE	0.673	0.314	0.675	0.324	0.667	0.295	0.207434756856331	0.00825583137444823	0.153272943651948
EE	0.773	0.965	0.771	0.971	0.799	0.963	0.681433889493517	0.195543708234571	0.793222861036353
EE	0.809	0.648	0.813	0.643	0.796	0.615	0.566711382791873	0.283938809236276	0.409173878663013
EE	0.656	0.834	0.656	0.808	0.641	0.845	0.667897746372517	0.258829185874528	0.829153767989645
varDE	0.008	0.033	0.002	0.016	0.008	0.022	0.280525074853049	4.4271827744062e-15	0.00714327454272549
EE	0.057	0.751	0.051	0.711	0.057	0.74	0.745312754058454	0.277837081041897	0.817448345558165
EE	0.645	0.597	0.62	0.622	0.63	0.619	0.583914762560622	0.17865496651734	0.248922892309994
meanDE	0.017	0.034	0.01	0.023	0.02	0.029	0.00176236083305918	2.50005806919917e-16	0.00200549545149048
EE	0.778	0.843	0.767	0.873	0.768	0.851	0.650354693255327	0.11014252157798	0.792707534869371
varDE	0.146	0.058	0.159	0.055	0.209	0.098	0.687874103913747	0.255225822782981	0.74382458754536
EE	0.59	0.365	0.648	0.377	0.568	0.386	0.129323507306958	0.014118894673101	0.144325612656594
EE	0.602	0.794	0.6	0.842	0.606	0.806	0.167773431298805	3.67215295661473e-07	0.338504420119291
EE	0.331	0.297	0.368	0.347	0.326	0.299	0.358545532168244	2.71321479315827e-07	0.297701421206487
varDE	0.183	0.057	0.178	0.044	0.207	0.054	0.471270239802904	0.0129025325274997	0.185958909847637
EE	0.145	0.098	0.182	0.14	0.126	0.099	0.115083101274876	9.58983828724033e-12	0.0643757074823249
varDE	0.049	0.063	0.042	0.055	0.044	0.052	0.177751058062901	2.36342373417859e-34	0.0147863326830292
EE	0.228	0.601	0.261	0.618	0.249	0.63	0.260637401721328	0.0212889231097447	0.304617739387298
EE	0.73	0.89	0.746	0.879	0.732	0.883	0.519091660470993	0.112098713666121	0.682318517172194
EE	0.267	0.665	0.34	0.684	0.312	0.698	0.760929434685794	0.153682132605162	0.786286321372818
EE	0.861	0.585	0.872	0.569	0.863	0.564	0.578508704572458	0.0439836932180479	0.581036680109895
EE	0.452	0.818	0.417	0.794	0.482	0.834	0.486643278925938	0.0454540261441803	0.514722260082267
EE	0.059	0.044	0.028	0.045	0.064	0.076	0.0902382416972011	2.8015390383156e-14	0.0691451871718106
EE	0.692	0.913	0.656	0.931	0.674	0.925	0.960300735085381	0.849666626177077	0.734062214088909
varDE	0.505	0.688	0.562	0.644	0.51	0.555	0.720445649368549	3.03789541741328e-05	0.240628225271034
EE	0.298	0.26	0.306	0.332	0.322	0.305	0.135015777398967	8.40175160710653e-06	0.0404880288339341
EE	0.852	0.323	0.892	0.295	0.864	0.287	0.63249101659923	0.177889164696006	0.415769662986858
EE	0.388	0.532	0.426	0.567	0.377	0.553	0.118270572258471	0.00496677671267963	0.0302992642610919
varDE	0.141	0.238	0.139	0.258	0.124	0.224	0.404915328336194	4.88880802675345e-07	0.0726339480197214
EE	0.61	0.539	0.662	0.609	0.628	0.595	0.482218377048556	0.00195963990316304	0.54186276915579
EE	0.146	0.196	0.129	0.177	0.137	0.163	0.0299923119319119	2.2353297095563e-32	0.0141945477718651
EE	0.444	0.292	0.406	0.289	0.456	0.286	0.447053124123695	0.0580819913678836	0.734727551976365
EE	0.781	0.979	0.793	0.98	0.792	0.985	0.987371406940568	0.734892283952628	0.721304692530477
EE	0.111	0.044	0.086	0.041	0.1	0.053	0.221190669178325	8.58298834148298e-20	0.0820342341163169
EE	0.635	0.787	0.7	0.808	0.656	0.792	0.944515158821426	0.264143865865125	0.903090013838212
EE	0.633	0.38	0.569	0.363	0.605	0.404	0.897275895968355	1.51947674287864e-13	0.751925005608786
EE	0.101	0.082	0.093	0.085	0.105	0.088	0.0866299991031537	8.95397008753871e-13	0.0632072152864806
EE	0.568	0.707	0.575	0.688	0.569	0.692	0.439620228644441	0.211999835068547	0.256665645275544
EE	0.78	0.633	0.75	0.575	0.728	0.558	0.611908220548329	0.111440921839094	0.237520358580114
EE	0.857	0.935	0.865	0.935	0.854	0.928	0.59071488782727	0.176986024834007	0.385137214745414
EE	0.341	0.303	0.337	0.297	0.325	0.329	0.305177466988371	0.0970088678034606	0.355160905586231
varDE	0.024	0.066	0.023	0.072	0.025	0.076	0.0269597595239335	3.70860946347448e-22	0.48577011717624
varDE	0.047	0.448	0.028	0.474	0.032	0.424	0.425379336932967	2.54567811596246e-06	0.0386669888793129
EE	0.023	0.112	0.019	0.087	0.015	0.075	0.00234057585310033	5.68520627510407e-44	0.00154484012929118
EE	0.789	0.401	0.798	0.46	0.79	0.419	0.226217903930144	0.0144217447040433	0.235129579984016
varDE	0.022	0.007	0.015	0.002	0.024	0.014	0.942940421240548	1.40963224005305e-10	0.153887874887222
varDE	0.195	0.212	0.186	0.194	0.186	0.192	0.0348564304050882	1.66118205509333e-20	0.0793981720846536
varDE	0.726	0.536	0.716	0.513	0.706	0.515	0.972756712771978	8.29091228429585e-08	0.475873102341901
EE	0.435	0.584	0.391	0.555	0.381	0.527	0.621011584415957	0.227872399606055	0.644035358595328
EE	0.472	0.768	0.474	0.786	0.499	0.785	0.357916822711745	0.143099449979526	0.964433781437583
EE	0.087	0.096	0.077	0.08	0.07	0.079	0.0092631155278037	9.63390770661786e-30	0.00842182040688268
meanDE	0.088	0.125	0.105	0.137	0.093	0.141	4.71939343186284e-06	4.26335141637882e-10	2.70166475322899e-05
varDE	0.172	0.075	0.18	0.079	0.172	0.055	0.616775022058338	7.34083724361169e-09	0.00626241850362327
EE	0.53	0.837	0.58	0.81	0.456	0.828	0.713437167895418	0.352870637811776	0.992374465493315
EE	0.86	0.523	0.861	0.547	0.844	0.553	0.689672711833184	0.629341015339622	0.717675739681555
EE	0.714	0.221	0.726	0.237	0.711	0.252	0.45519071592247	0.00827953426172657	0.20059674520102
EE	0.347	0.888	0.337	0.887	0.341	0.892	0.74453994376609	0.590304405460937	0.709385267472228
EE	0.315	0.287	0.278	0.228	0.277	0.235	0.215503624644287	2.44582453586812e-08	0.219920849648602
EE	0.017	0.283	0.021	0.222	0.021	0.344	0.00479127750253929	2.11618496881086e-15	0.00296994853366389
EE	0.818	0.933	0.822	0.937	0.813	0.93	0.848524699309084	0.370713242910329	0.396642909152664
EE	0.257	0.372	0.266	0.347	0.246	0.35	0.65574269565541	0.394096515861621	0.419768311337054
EE	0.002	0.002	0.003	0.002	0.004	0.001	0.0827830657576821	0.00233899035581637	0.0989485105904769
varDE	0.107	0.01	0.093	0.004	0.074	0.003	0.87380338032453	3.84688155185741e-13	7.58876008438292e-05
EE	0.777	0.694	0.764	0.654	0.791	0.659	0.298028896713715	0.0863664644254907	0.646072361644689
EE	0.73	0.236	0.754	0.266	0.727	0.237	0.560080637558747	0.053385767482218	0.605910390421058
EE	0.244	0.121	0.26	0.131	0.297	0.123	0.444915883058899	0.225200867554547	0.222159550826326
EE	0.948	0.885	0.929	0.877	0.942	0.892	0.712421985018747	0.419463048891136	0.94196561875198
EE	0.059	0.103	0.05	0.098	0.058	0.114	0.228613939764127	0.206450430079616	0.305366395561929
EE	0.955	0.915	0.939	0.9	0.929	0.918	0.949753678875308	0.641605300672266	0.930573044239706
EE	0.032	0.028	0.022	0.021	0.02	0.02	0.0165874105050127	1.01199242022257e-60	NA
EE	0.554	0.774	0.563	0.816	0.511	0.758	0.0906448411332847	0.000891031445214539	0.0557851228760512
meanDE	0.837	0.899	0.864	0.913	0.785	0.877	0.609665229265611	0.103049969961566	0.61244507914443
EE	0.779	0.924	0.731	0.906	0.764	0.914	0.961005972803045	3.42776214722581e-07	0.934632455315917
EE	0.857	0.934	0.858	0.93	0.866	0.946	0.594857441078078	0.406770256521812	0.474688659146893
EE	0.501	0.495	0.547	0.51	0.552	0.493	0.543005067609792	0.00758547787256005	0.457969451694417
EE	0.366	0.348	0.314	0.323	0.318	0.323	0.334746811508516	5.46933784016475e-07	0.361113948291717
EE	0.098	0.05	0.093	0.042	0.061	0.048	0.346405964193461	0.00771808111229323	0.0488358877009618
EE	0.799	0.836	0.766	0.829	0.799	0.847	0.979734945423595	0.37100990074448	0.730726132091046
EE	0.56	0.674	0.586	0.762	0.512	0.67	0.772243556144407	0.684708856421994	0.86588189208539
EE	0.125	0.118	0.084	0.074	0.112	0.086	0.0527330101217461	1.46366914705059e-26	0.0809095258997878
varDE	0.302	0.263	0.275	0.226	0.27	0.223	0.834476839395294	0.000918375123285869	0.715600751915816
EE	0.803	0.379	0.759	0.357	0.766	0.388	0.810206882525747	0.925559655590271	0.998222495139667
EE	0.077	0.073	0.09	0.064	0.086	0.08	0.332727143012373	0.00847077470185562	0.303354021915532
EE	0.019	0.006	0.024	0.006	0.021	0.012	0.0233276645069539	5.8562475600129e-24	0.00134824012935138
EE	0.422	0.161	0.386	0.111	0.417	0.15	0.672330009740718	0.487897740532631	0.461561139760414
varDE	0.264	0.1	0.266	0.121	0.277	0.134	0.0892504638497028	3.24079481491818e-17	0.0019122821784003
EE	0.382	0.159	0.408	0.176	0.362	0.17	0.413553205305669	0.014750691640146	0.590615473767628
EE	0.525	0.557	0.55	0.586	0.54	0.612	0.961403088664445	0.165791223905753	0.272569385117926
EE	0.007	0.009	0.011	0.021	0.01	0.02	0.410223793292811	0.0675905103160234	0.148102611042115
EE	0.224	0.25	0.242	0.218	0.182	0.278	0.385495414025669	0.17259286072075	0.38704998674658
varDE	0.062	0.067	0.069	0.048	0.063	0.051	0.275562220142091	0.000464053481739276	0.518684980612273
meanDE	0.642	0.179	0.592	0.075	0.524	0.05	0.225046401795988	0.00221715917972393	0.207694014292525
EE	0.525	0.24	0.535	0.201	0.563	0.186	0.8885712619529	9.04080010156756e-12	0.678948380234009
varDE	0.013	0.014	0.008	0.008	0.013	0.013	0.943805894043322	2.43578167907695e-10	0.0624442960631053
EE	0.453	0.704	0.421	0.756	0.451	0.707	0.290680119730474	2.98392387169843e-11	0.674398649580459
EE	0.137	0.386	0.131	0.394	0.167	0.397	0.0941502054094729	1.15915966467641e-13	0.0737815818613866
varDE	0.074	0.127	0.07	0.137	0.08	0.125	0.230337388955752	0.032598785934661	0.79958535475544
EE	0.601	0.084	0.582	0.072	0.631	0.092	0.0261967468259474	2.17220055450241e-05	1
EE	0.008	0.123	0.006	0.138	0.009	0.121	3.41965258038038e-05	3.45097938497126e-10	3.62365250562379e-05
EE	0.431	0.388	0.427	0.393	0.409	0.368	0.39563934561112	0.0001129384962606	0.489120343334116
EE	0.24	0.472	0.227	0.54	0.193	0.468	0.0410874559380352	1.32510416047148e-23	0.0368871200167675
EE	0.486	0.515	0.45	0.495	0.502	0.507	0.291317980956997	0.00952794726542435	0.619125585826808
EE	0.244	0.309	0.237	0.306	0.254	0.331	0.195924351911618	2.32830207980476e-06	0.0908750674350122
EE	0.616	0.661	0.59	0.729	0.585	0.641	0.329890742461342	0.000499646956213099	0.453488582285519
meanDE	0.917	0.285	0.925	0.272	0.935	0.269	0.0336959015173884	0.000175751240272408	0.0382609965757474
EE	0.803	0.741	0.825	0.783	0.802	0.77	0.556602007606228	1.91277293256187e-06	0.917299374753859
EE	0.952	1	0.93	1	0.954	1	0.60750620257938	0.0861023504080092	0.692630517204116
varDE	0.214	0.277	0.244	0.307	0.192	0.256	0.0929543857423547	6.27036336169523e-17	0.0468890844198224
EE	0.336	0.405	0.383	0.408	0.372	0.39	0.471584729128348	0.00483191087431457	0.59879583555848
EE	0.042	0.109	0.029	0.057	0.032	0.064	0.00857787119622766	1.21778268851689e-10	0.00377443938510938
meanDE	0.086	0.255	0.074	0.22	0.066	0.208	0.0519209438692249	3.45666624915742e-06	0.0273241387709885
EE	0.918	0.7	0.863	0.673	0.896	0.666	0.732022746025362	0.397831570136819	0.889915991560016
EE	0.705	0.491	0.735	0.464	0.716	0.513	0.452382658456221	0.0758337626554692	0.641266443745253
EE	0.229	0.457	0.267	0.492	0.283	0.463	0.521203343448245	0.774299697177557	0.699743179062424
meanDE	0.001	0.002	0.003	0.002	0.004	0.003	8.88933747724899e-06	3.44609290308268e-52	2.12724969734744e-05
meanDE	0.3	0.171	0.172	0.085	0.194	0.105	0.0221523539420818	2.10517110969421e-49	0.017387452119123
EE	0.279	0.112	0.282	0.104	0.29	0.11	0.0551013872818528	2.87400252121602e-07	0.037535752070877
meanDE	0.34	0.347	0.294	0.3	0.267	0.274	0.410544497981125	2.91428187058672e-05	0.493983455684557
EE	0.325	0.35	0.342	0.353	0.348	0.364	0.146921448244887	5.56838036788153e-16	0.299055308314419
varDE	0.019	0.005	0.012	0.002	0.027	0.007	0.353032374208897	9.84528609247745e-05	0.00155564791662275
EE	0.093	0.147	0.077	0.133	0.101	0.168	0.255270625679022	0.00317590400235075	0.0733433639365052
EE	0.138	0.128	0.179	0.118	0.187	0.129	0.308647935793257	0.00992408009990713	0.260737985172713
EE	0.786	0.341	0.773	0.349	0.781	0.384	0.827626916124735	0.632196094009102	0.729297001260809
EE	0.919	0.263	0.935	0.203	0.931	0.248	0.478256744221506	0.253636377327769	0.219371173033945
EE	0.052	0.027	0.034	0.02	0.034	0.024	0.0895273319759357	9.10479200101321e-18	0.0152408815184698
EE	0.159	0.243	0.18	0.282	0.183	0.172	0.450493206181882	0.0488936222578137	0.695526939161131
EE	0.294	0.322	0.297	0.328	0.263	0.262	0.307573448452823	0.0204820211089551	0.188400779822572
EE	0.12	0.061	0.153	0.084	0.126	0.055	0.349631298016661	0.0414264689036947	0.4653848074385
varDE	0.291	0.281	0.171	0.192	0.201	0.238	0.238426383330181	2.08287654923206e-23	0.0938488308457709
EE	0.355	0.874	0.372	0.855	0.38	0.873	0.410793493191665	0.00264458388012381	0.369575346132494
EE	0.103	0.071	0.103	0.069	0.133	0.09	0.0327136337668035	6.61494418456102e-11	0.0474362749577611
EE	0.762	0.694	0.799	0.71	0.778	0.693	0.951541397366668	0.216847681351083	0.232740873473353
EE	0.743	0.966	0.774	0.965	0.764	0.954	0.989967709577755	0.721104477099334	0.972392756040238
EE	0.151	0.257	0.151	0.275	0.132	0.264	0.169219507440811	0.00112047306355634	0.149177077257412
EE	0.504	0.451	0.506	0.446	0.543	0.5	0.173398192593058	2.60574856413257e-20	0.377189428163587
EE	0.286	0.454	0.316	0.464	0.306	0.412	0.0535245792359573	3.26521838279241e-15	0.304452642976953
EE	0.37	0.803	0.374	0.783	0.342	0.783	0.138270561319577	0.000726569826640634	0.0786798802126934
EE	0.838	0.831	0.826	0.786	0.769	0.766	0.971489078867754	0.370165545730281	0.982759508699267
EE	0.991	0.188	0.993	0.212	0.987	0.206	0.654033002364234	0.845308023305066	0.881479269304058
meanDE	0.745	0.286	0.752	0.265	0.783	0.267	0.298887863581102	3.83903453283403e-05	0.327668446563397
EE	0.851	0.76	0.821	0.825	0.843	0.74	0.372367989220974	0.0181085811621439	0.367586308869868
EE	0.564	0.745	0.599	0.772	0.591	0.761	0.610941262798266	0.440611637286418	0.495201261468118
EE	0.405	0.336	0.388	0.304	0.418	0.347	0.441492939518194	4.64737170756312e-05	0.48945912576207
meanDE	0.92	0.832	0.937	0.817	0.908	0.835	0.913290896370469	0.971757216007076	0.916434665016186
meanDE	0.004	0.005	0.004	0.003	0.005	0.009	6.19338863376344e-05	5.98884551510573e-21	1.17555529666337e-06
EE	0.54	0.692	0.57	0.694	0.58	0.711	0.536914524934279	0.12929081271978	0.449424674541855
meanDE	0.614	0.384	0.559	0.457	0.622	0.311	0.597955818332668	0.514235502908145	0.729066500271841
EE	0.075	0.223	0.078	0.244	0.07	0.208	0.131872719139714	4.21389618304275e-06	0.0777255820715538
EE	0.876	0.454	0.777	0.473	0.819	0.441	0.941943897675394	0.905600972100614	0.893740141458023
EE	0.697	0.492	0.759	0.6	0.69	0.537	0.719981568946737	0.00316673091385735	0.747768895133945
EE	0.806	0.784	0.845	0.793	0.823	0.734	0.164853079858609	0.0168399981521358	0.0871824054144434
EE	0.257	0.214	0.279	0.208	0.307	0.226	0.631809175048397	0.219570618976684	0.68550831866082
meanDE	0.734	0.555	0.744	0.568	0.743	0.569	0.580155581049077	0.230185180131245	0.680437541536345
EE	0.037	0.036	0.029	0.03	0.036	0.032	0.0649798616295772	1.16076848307253e-10	0.0423539023992905
EE	0.783	0.208	0.745	0.122	0.795	0.128	0.0705572289165381	0.000183848954564002	0.383872338897448
meanDE	0.209	0.185	0.212	0.21	0.213	0.215	0.50504900482666	0.132696584468651	0.427200609709863
varDE	0.446	0.925	0.379	0.819	0.375	0.407	0.708772957807378	4.664393655247e-07	0.0438639313870533
varDE	0.185	0.328	0.196	0.287	0.16	0.369	0.117444897452386	4.87710711513951e-15	0.196555890816686
EE	NA	0.157	NA	0.182	NA	0.164	0.333402095189365	0.0158960427652988	0.48059137042709
EE	0.276	0.383	0.367	0.435	0.303	0.37	0.475917726828355	0.122563871072724	0.448727682835342
meanDE	0.864	0.671	0.839	0.711	0.878	0.614	0.947048092533702	0.7988832974453	0.784746664376708
varDE	0.116	0.103	0.133	0.127	0.126	0.119	0.743214047216779	4.70396173369048e-14	0.0975176025156186
EE	0.71	0.565	0.682	0.54	0.737	0.585	0.638905853897009	0.647994546049374	0.381104359968151
EE	0.899	0.9	0.933	0.926	0.888	0.908	0.815006012918087	0.00549165538942967	0.214070574153617
EE	0.819	0.302	0.79	0.277	0.796	0.294	0.307950193118965	0.0604573502576453	0.0701677274653634
varDE	0.006	0.013	0.008	0.01	0.006	0.009	0.394347068086258	3.21222005846846e-05	0.224999005575017
EE	0.675	0.792	0.648	0.828	0.673	0.816	0.684460558048478	0.589484310183413	0.846438469434322
EE	0.784	0.505	0.794	0.551	0.795	0.564	0.875142144911826	0.0644588774540849	0.86831892449515
EE	0.296	0.272	0.308	0.264	0.322	0.292	0.196709911692503	0.00960226225071011	0.0514920452757201
EE	0.675	0.6	0.642	0.578	0.591	0.548	0.431963339924408	7.17176351852877e-08	0.501987795645149
EE	0.714	0.796	0.712	0.762	0.713	0.781	0.595109754373028	0.0681361736109219	0.777462481293496
EE	0.843	0.926	0.822	0.942	0.84	0.946	0.95346599882313	0.899521397889343	0.856968147508531
EE	0.377	0.539	0.323	0.586	0.366	0.53	0.596288165043002	0.0124246108100391	0.663615132381136
EE	0.197	0.668	0.207	0.623	0.221	0.677	0.131882620482916	0.00100189588060769	0.134067806654788
EE	0.772	0.874	0.685	0.82	0.719	0.826	0.515681404276404	0.258609462870017	0.426448684578549
EE	0.679	0.294	0.672	0.292	0.627	0.295	0.701583688629629	0.109528424247392	0.976750323931521
EE	0.378	0.446	0.366	0.456	0.389	0.457	0.569937022333548	0.365629917961629	0.389207494700368
EE	0.53	0.5	0.501	0.455	0.503	0.501	0.304888511319309	0.0667745281818288	0.0732829431028064
EE	0.963	0.727	0.974	0.699	0.966	0.74	0.209659034857384	0.00843689359234375	0.273073177625858
EE	0.52	0.357	0.464	0.28	0.496	0.313	0.294384677058305	1.77635969407755e-06	0.381785409148226
EE	0.925	0.936	0.929	0.951	0.925	0.939	0.772931370129398	0.329517048636261	1
EE	0.962	0.887	0.996	0.891	0.938	0.886	0.879913001649349	0.899861479546434	0.857627449266249
EE	0.678	0.78	0.69	0.77	0.627	0.802	0.261929714895001	6.96285910693901e-06	0.531314827808146
EE	0.52	0.526	0.548	0.544	0.546	0.55	0.52295071636054	0.0291199682935442	0.855577367249438
EE	0.743	0.836	0.693	0.791	0.736	0.825	0.714906437159367	4.80077549580689e-14	0.435018169151513
meanDE	0.034	0.041	0.019	0.033	0.035	0.052	0.000486873178321425	6.19815300033595e-08	0.00665457128230193
EE	0.733	0.261	0.723	0.257	0.759	0.295	0.47775543830604	0.099224714339766	0.577481330529636
EE	0.233	0.784	0.25	0.782	0.238	0.811	0.128916687241247	0.00338847479971769	0.055520801917446
meanDE	0.406	0.66	0.409	0.664	0.403	0.61	0.562558771728337	9.74242664059241e-11	0.806775821056587
EE	0.936	0.392	0.905	0.423	0.942	0.428	0.978325348481655	0.304977996316234	0.922815139457795
EE	0.99	0.992	0.985	0.954	0.99	0.98	0.934240266498758	0.548845729828229	0.949860705810725
EE	0.232	0.218	0.264	0.193	0.25	0.239	0.145702824382359	1.43809141520687e-05	0.39712080762267
EE	0.852	0.862	0.842	0.896	0.838	0.869	0.361942916124929	0.000940921755024707	0.350778284223299
EE	0.902	0.626	0.886	0.58	0.826	0.602	0.805866927622241	0.399110065643843	0.363900089187645
meanDE	0.28	0.123	0.305	0.146	0.304	0.174	0.312000111001717	1.4814371402547e-07	0.323025661945683
EE	0.74	0.958	0.602	0.961	0.676	0.968	0.913682603582236	0.74896904008458	0.962369066878566
